ID,Comentario,Tipo
9208,No me gusta que el personal no esté bien capacitado.,Queja
9209,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9210,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9211,El producto llegó defectuoso y tardaron en dar solución.,Queja
9212,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9213,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9214,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9215,El servicio al cliente fue muy lento y poco amable.,Queja
9216,La página web es muy lenta y difícil de usar.,Queja
9217,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9218,El producto llegó defectuoso y tardaron en dar solución.,Queja
9219,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9220,Tuve un problema con mi compra y nadie me ayudó.,Queja
9221,No responden los correos de atención al cliente.,Queja
9222,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9223,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9224,Sería genial si agregaran más opciones de pago.,Sugerencia
9225,El servicio al cliente fue muy lento y poco amable.,Queja
9226,No me gusta que el personal no esté bien capacitado.,Queja
9227,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9228,No responden los correos de atención al cliente.,Queja
9229,El producto llegó defectuoso y tardaron en dar solución.,Queja
9230,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9231,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9232,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9233,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9234,La página web es muy lenta y difícil de usar.,Queja
9235,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9236,El producto llegó defectuoso y tardaron en dar solución.,Queja
9237,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9238,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9239,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9240,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9241,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9242,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9243,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9244,No me gusta que el personal no esté bien capacitado.,Queja
9245,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9246,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9247,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9248,La página web es muy lenta y difícil de usar.,Queja
9249,El servicio al cliente fue muy lento y poco amable.,Queja
9250,La página web es muy lenta y difícil de usar.,Queja
9251,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9252,No me gusta que el personal no esté bien capacitado.,Queja
9253,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9254,El servicio al cliente fue muy lento y poco amable.,Queja
9255,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9256,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9257,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9258,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9259,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9260,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9261,El servicio al cliente fue muy lento y poco amable.,Queja
9262,La página web es muy lenta y difícil de usar.,Queja
9263,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9264,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9265,No me gusta que el personal no esté bien capacitado.,Queja
9266,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9267,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9268,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9269,Sería genial si agregaran más opciones de pago.,Sugerencia
9270,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9271,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9272,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9273,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9274,No me gusta que el personal no esté bien capacitado.,Queja
9275,El servicio al cliente fue muy lento y poco amable.,Queja
9276,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9277,La página web es muy lenta y difícil de usar.,Queja
9278,No me gusta que el personal no esté bien capacitado.,Queja
9279,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9280,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9281,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9282,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9283,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9284,El servicio al cliente fue muy lento y poco amable.,Queja
9285,El servicio al cliente fue muy lento y poco amable.,Queja
9286,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9287,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9288,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9289,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9290,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9291,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9292,El producto llegó defectuoso y tardaron en dar solución.,Queja
9293,La página web es muy lenta y difícil de usar.,Queja
9294,El servicio al cliente fue muy lento y poco amable.,Queja
9295,Tuve un problema con mi compra y nadie me ayudó.,Queja
9296,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9297,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9298,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9299,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9300,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9301,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9302,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9303,No me gusta que el personal no esté bien capacitado.,Queja
9304,No responden los correos de atención al cliente.,Queja
9305,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9306,Sería genial si agregaran más opciones de pago.,Sugerencia
9307,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9308,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9309,El producto llegó defectuoso y tardaron en dar solución.,Queja
9310,Tuve un problema con mi compra y nadie me ayudó.,Queja
9311,Sería genial si agregaran más opciones de pago.,Sugerencia
9312,Tuve un problema con mi compra y nadie me ayudó.,Queja
9313,La página web es muy lenta y difícil de usar.,Queja
9314,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9315,Tuve un problema con mi compra y nadie me ayudó.,Queja
9316,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9317,La página web es muy lenta y difícil de usar.,Queja
9318,No responden los correos de atención al cliente.,Queja
9319,Tuve un problema con mi compra y nadie me ayudó.,Queja
9320,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9321,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9322,No me gusta que el personal no esté bien capacitado.,Queja
9323,No responden los correos de atención al cliente.,Queja
9324,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9325,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9326,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9327,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9328,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9329,El servicio al cliente fue muy lento y poco amable.,Queja
9330,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9331,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9332,El servicio al cliente fue muy lento y poco amable.,Queja
9333,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9334,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9335,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9336,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9337,Sería genial si agregaran más opciones de pago.,Sugerencia
9338,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9339,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9340,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9341,Sería genial si agregaran más opciones de pago.,Sugerencia
9342,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9343,No me gusta que el personal no esté bien capacitado.,Queja
9344,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9345,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9346,Tuve un problema con mi compra y nadie me ayudó.,Queja
9347,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9348,La página web es muy lenta y difícil de usar.,Queja
9349,No me gusta que el personal no esté bien capacitado.,Queja
9350,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9351,El servicio al cliente fue muy lento y poco amable.,Queja
9352,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9353,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9354,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9355,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9356,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9357,No me gusta que el personal no esté bien capacitado.,Queja
9358,La página web es muy lenta y difícil de usar.,Queja
9359,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9360,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9361,El servicio al cliente fue muy lento y poco amable.,Queja
9362,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9363,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9364,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9365,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9366,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9367,Sería genial si agregaran más opciones de pago.,Sugerencia
9368,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9369,Tuve un problema con mi compra y nadie me ayudó.,Queja
9370,Tuve un problema con mi compra y nadie me ayudó.,Queja
9371,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9372,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9373,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9374,El servicio al cliente fue muy lento y poco amable.,Queja
9375,El servicio al cliente fue muy lento y poco amable.,Queja
9376,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9377,El producto llegó defectuoso y tardaron en dar solución.,Queja
9378,La página web es muy lenta y difícil de usar.,Queja
9379,No me gusta que el personal no esté bien capacitado.,Queja
9380,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9381,El producto llegó defectuoso y tardaron en dar solución.,Queja
9382,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9383,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9384,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
